frame,tick,round,health,armor,victim health,victim new health,victim armor,victim new armor,attacker steamid,attacker side,attacker team name,is attacker controlling bot,victim steamid,victim side,victim team name,is victim controlling bot,weapon name,weapon class,hitgroup,weapon unique id,match checksum
155285,127534,14,28,0,28,0,0,0,76561198016255205,2,Team A,0,76561198050250233,3,Team B,0,MP7,smg,1,01JSKM0J01V0M1K3W3N3VT88RM,324954a3ba732f18
155295,127543,14,100,4,100,0,100,96,76561198176878303,3,Team B,0,76561198016255205,2,Team A,0,Desert Eagle,pistol,1,01JSKM0J0GS3MT9YPS6SWQQXG5,324954a3ba732f18
155401,127641,14,20,0,100,80,0,0,76561198001151695,2,Team A,0,76561198176878303,3,Team B,0,Glock-18,pistol,2,01JSKM0GYAFCJBZG5X0BW4B8A7,324954a3ba732f18
155431,127667,14,20,0,80,60,0,0,76561198001151695,2,Team A,0,76561198176878303,3,Team B,0,Glock-18,pistol,5,01JSKM0GYAFCJBZG5X0BW4B8A7,324954a3ba732f18
155642,127853,14,24,0,60,36,0,0,76561198283989223,2,Team A,0,76561198176878303,3,Team B,0,MAC-10,smg,2,01JSKM0HZRPM5XT8TCZ080RH3Y,324954a3ba732f18
155648,127858,14,24,0,36,12,0,0,76561198283989223,2,Team A,0,76561198176878303,3,Team B,0,MAC-10,smg,2,01JSKM0HZRPM5XT8TCZ080RH3Y,324954a3ba732f18
155653,127863,14,12,0,12,0,0,0,76561198283989223,2,Team A,0,76561198176878303,3,Team B,0,MAC-10,smg,5,01JSKM0HZRPM5XT8TCZ080RH3Y,324954a3ba732f18
155701,127902,14,28,0,100,72,0,0,76561198150673360,2,Team A,0,76561199063068840,3,Team B,0,Galil AR,rifle,2,01JSKM0G3ZV6YEVWHZG3YQFRPA,324954a3ba732f18
155714,127914,14,20,0,72,52,0,0,76561198001151695,2,Team A,0,76561199063068840,3,Team B,0,Glock-18,pistol,2,01JSKM0GYAFCJBZG5X0BW4B8A7,324954a3ba732f18
155727,127925,14,36,0,52,16,0,0,76561198150673360,2,Team A,0,76561199063068840,3,Team B,0,Galil AR,rifle,3,01JSKM0G3ZV6YEVWHZG3YQFRPA,324954a3ba732f18
155727,127925,14,52,0,52,0,0,0,76561198001151695,2,Team A,0,76561199063068840,3,Team B,0,Glock-18,pistol,1,01JSKM0GYAFCJBZG5X0BW4B8A7,324954a3ba732f18
160018,131114,15,26,3,100,74,100,97,76561198053126645,2,Team A,0,76561199063068840,3,Team B,0,AK-47,rifle,5,01JSKM0H9J1G0N7G6JRZ8WNT02,324954a3ba732f18
160027,131119,15,24,5,100,76,100,95,76561198013243326,3,Team B,0,76561198053126645,2,Team A,0,FAMAS,rifle,3,01JSKM0J4SCRBAY3282QBSMTM4,324954a3ba732f18
160957,131900,15,35,23,100,65,100,77,76561198053126645,2,Team A,0,76561198013243326,3,Team B,0,HE Grenade,grenade,0,01JSKM0J460JRNMBG6AJE1DG74,324954a3ba732f18
162966,133614,15,20,4,100,80,100,96,76561198013243326,3,Team B,0,76561198283989223,2,Team A,0,FAMAS,rifle,2,01JSKM0J4SCRBAY3282QBSMTM4,324954a3ba732f18
162975,133622,15,14,5,65,51,77,72,76561198283989223,2,Team A,0,76561198013243326,3,Team B,0,MAC-10,smg,2,01JSKM0HZRPM5XT8TCZ080RH3Y,324954a3ba732f18
162978,133625,15,20,4,80,60,96,92,76561198013243326,3,Team B,0,76561198283989223,2,Team A,0,FAMAS,rifle,2,01JSKM0J4SCRBAY3282QBSMTM4,324954a3ba732f18
162979,133626,15,51,22,51,0,72,50,76561198283989223,2,Team A,0,76561198013243326,3,Team B,0,MAC-10,smg,1,01JSKM0HZRPM5XT8TCZ080RH3Y,324954a3ba732f18
163057,133686,15,24,0,76,52,95,95,76561198050250233,3,Team B,0,76561198053126645,2,Team A,0,M4A1,rifle,7,01JSKM0G5R5PKXFZE6S2S77RB9,324954a3ba732f18
163065,133693,15,83,17,100,17,100,83,76561198050250233,3,Team B,0,76561198016255205,2,Team A,0,M4A1,rifle,1,01JSKM0G5R5PKXFZE6S2S77RB9,324954a3ba732f18
163071,133699,15,17,8,17,0,83,75,76561198050250233,3,Team B,0,76561198016255205,2,Team A,0,M4A1,rifle,1,01JSKM0G5R5PKXFZE6S2S77RB9,324954a3ba732f18
163079,133706,15,33,4,100,67,100,96,76561198053126645,2,Team A,0,76561198050250233,3,Team B,0,AK-47,rifle,3,01JSKM0H9J1G0N7G6JRZ8WNT02,324954a3ba732f18
163097,133719,15,25,0,67,42,96,96,76561198053126645,2,Team A,0,76561198050250233,3,Team B,0,AK-47,rifle,7,01JSKM0H9J1G0N7G6JRZ8WNT02,324954a3ba732f18
163104,133725,15,25,0,42,17,96,96,76561198053126645,2,Team A,0,76561198050250233,3,Team B,0,AK-47,rifle,7,01JSKM0H9J1G0N7G6JRZ8WNT02,324954a3ba732f18
163141,133751,15,1,0,17,16,96,96,76561198053126645,2,Team A,0,76561198050250233,3,Team B,0,AK-47,rifle,5,01JSKM0H9J1G0N7G6JRZ8WNT02,324954a3ba732f18
163202,133806,15,60,18,60,0,92,74,76561198050250233,3,Team B,0,76561198283989223,2,Team A,0,M4A1,rifle,1,01JSKM0G5R5PKXFZE6S2S77RB9,324954a3ba732f18
163300,133885,15,25,5,100,75,57,52,76561198050250233,3,Team B,0,76561198001151695,2,Team A,0,M4A1,rifle,5,01JSKM0G5R5PKXFZE6S2S77RB9,324954a3ba732f18
163333,133913,15,16,5,16,0,96,91,76561198001151695,2,Team A,0,76561198050250233,3,Team B,0,MP7,smg,3,01JSKM0J01V0M1K3W3N3VT88RM,324954a3ba732f18
163420,133979,15,21,4,52,31,95,91,76561199063068840,3,Team B,0,76561198053126645,2,Team A,0,M4A4,rifle,2,01JSKM0J44EA72YS9W44RFZGVZ,324954a3ba732f18
163432,133991,15,21,4,31,10,91,87,76561199063068840,3,Team B,0,76561198053126645,2,Team A,0,M4A4,rifle,2,01JSKM0J44EA72YS9W44RFZGVZ,324954a3ba732f18
163439,133997,15,10,4,10,0,87,83,76561199063068840,3,Team B,0,76561198053126645,2,Team A,0,M4A4,rifle,2,01JSKM0J44EA72YS9W44RFZGVZ,324954a3ba732f18
164519,134912,15,27,5,75,48,52,47,76561199063068840,3,Team B,0,76561198001151695,2,Team A,0,M4A4,rifle,3,01JSKM0J44EA72YS9W44RFZGVZ,324954a3ba732f18
164545,134936,15,0,0,48,48,47,47,76561198246607476,3,Team B,0,76561198001151695,2,Team A,0,M4A1,rifle,2,01JSKM0GF23BWV835MDSQFD5G9,324954a3ba732f18
164587,134973,15,22,4,48,26,47,43,76561199063068840,3,Team B,0,76561198001151695,2,Team A,0,M4A4,rifle,2,01JSKM0J44EA72YS9W44RFZGVZ,324954a3ba732f18
164647,135025,15,24,0,26,2,43,43,76561199063068840,3,Team B,0,76561198001151695,2,Team A,0,M4A4,rifle,7,01JSKM0J44EA72YS9W44RFZGVZ,324954a3ba732f18
164829,135182,15,2,5,2,0,43,38,76561198246607476,3,Team B,0,76561198001151695,2,Team A,0,M4A1,rifle,2,01JSKM0GF23BWV835MDSQFD5G9,324954a3ba732f18
165198,135508,15,22,3,74,52,97,94,76561198150673360,2,Team A,0,76561199063068840,3,Team B,0,Galil AR,rifle,2,01JSKM0G3ZV6YEVWHZG3YQFRPA,324954a3ba732f18
165203,135513,15,87,18,100,13,100,82,76561198176878303,3,Team B,0,76561198150673360,2,Team A,0,M4A4,rifle,1,01JSKM0J460JRNMBG6ABC3PYC8,324954a3ba732f18
165205,135514,15,22,3,52,30,94,91,76561198150673360,2,Team A,0,76561199063068840,3,Team B,0,Galil AR,rifle,2,01JSKM0G3ZV6YEVWHZG3YQFRPA,324954a3ba732f18
165211,135520,15,22,3,30,8,91,88,76561198150673360,2,Team A,0,76561199063068840,3,Team B,0,Galil AR,rifle,2,01JSKM0G3ZV6YEVWHZG3YQFRPA,324954a3ba732f18
165222,135530,15,13,4,13,0,82,78,76561199063068840,3,Team B,0,76561198150673360,2,Team A,0,M4A4,rifle,5,01JSKM0J44EA72YS9W44RFZGVZ,324954a3ba732f18
170225,139354,16,15,10,100,85,100,90,76561198001151695,2,Team A,0,76561198050250233,3,Team B,0,HE Grenade,grenade,0,01JSKM0GXSX9GN2ZN4FMN7CSNA,324954a3ba732f18
170225,139354,16,1,0,100,99,100,100,76561198001151695,2,Team A,0,76561198013243326,3,Team B,0,HE Grenade,grenade,0,01JSKM0GXSX9GN2ZN4FMN7CSNA,324954a3ba732f18
170916,139922,16,10,6,100,90,100,94,76561198246607476,3,Team B,0,76561198053126645,2,Team A,0,HE Grenade,grenade,0,01JSKM0DHVN15D97JKAYKTR7NY,324954a3ba732f18
172466,141259,16,2,1,100,98,100,99,76561198050250233,3,Team B,0,76561198150673360,2,Team A,0,HE Grenade,grenade,0,01JSKM0JF1Y1890A9CND122M2P,324954a3ba732f18
172466,141259,16,1,0,100,99,100,100,76561198050250233,3,Team B,0,76561198283989223,2,Team A,0,HE Grenade,grenade,0,01JSKM0JF1Y1890A9CND122M2P,324954a3ba732f18
172679,141444,16,10,2,98,88,99,97,76561198050250233,3,Team B,0,76561198150673360,2,Team A,0,M4A4,rifle,2,01JSKM0J44EA72YS9W44RFZGVZ,324954a3ba732f18
174080,142618,16,26,3,100,74,100,97,76561198176878303,3,Team B,0,76561198016255205,2,Team A,0,AK-47,rifle,5,01JSKM0H9J1G0N7G6JRZ8WNT02,324954a3ba732f18
174084,142621,16,26,3,100,74,100,97,76561198016255205,2,Team A,0,76561198176878303,3,Team B,0,AK-47,rifle,2,01JSKM0JEW23FBFAPAHQ92YQGJ,324954a3ba732f18
174092,142628,16,26,3,74,48,97,94,76561198016255205,2,Team A,0,76561198176878303,3,Team B,0,AK-47,rifle,2,01JSKM0JEW23FBFAPAHQ92YQGJ,324954a3ba732f18
174095,142631,16,33,4,74,41,97,93,76561198176878303,3,Team B,0,76561198016255205,2,Team A,0,AK-47,rifle,3,01JSKM0H9J1G0N7G6JRZ8WNT02,324954a3ba732f18
174106,142639,16,26,3,48,22,94,91,76561198053126645,2,Team A,0,76561198176878303,3,Team B,0,AK-47,rifle,2,01JSKM0JE81FPYTS98BYXYW59T,324954a3ba732f18
174107,142640,16,22,3,22,0,91,88,76561198016255205,2,Team A,0,76561198176878303,3,Team B,0,AK-47,rifle,2,01JSKM0JEW23FBFAPAHQ92YQGJ,324954a3ba732f18
174265,142780,16,100,15,100,0,100,85,76561198053126645,2,Team A,0,76561198246607476,3,Team B,0,AK-47,rifle,1,01JSKM0JE81FPYTS98BYXYW59T,324954a3ba732f18
174348,142847,16,88,18,90,2,94,76,76561199063068840,3,Team B,0,76561198053126645,2,Team A,0,M4A4,rifle,1,01JSKM0JEW23FBFAPAHRSMRR76,324954a3ba732f18
174357,142852,16,2,4,2,0,76,72,76561199063068840,3,Team B,0,76561198053126645,2,Team A,0,M4A4,rifle,2,01JSKM0JEW23FBFAPAHRSMRR76,324954a3ba732f18
174387,142879,16,44,1,100,56,88,87,76561198001151695,2,Team A,0,76561199063068840,3,Team B,0,Desert Eagle,pistol,5,01JSKM0GYPRGDANJJH10805XV7,324954a3ba732f18
174389,142881,16,90,19,100,10,100,81,76561199063068840,3,Team B,0,76561198001151695,2,Team A,0,M4A4,rifle,1,01JSKM0JEW23FBFAPAHRSMRR76,324954a3ba732f18
174401,142893,16,44,1,56,12,87,86,76561198001151695,2,Team A,0,76561199063068840,3,Team B,0,Desert Eagle,pistol,2,01JSKM0GYPRGDANJJH10805XV7,324954a3ba732f18
174401,142893,16,10,19,10,0,81,62,76561199063068840,3,Team B,0,76561198001151695,2,Team A,0,M4A4,rifle,1,01JSKM0JEW23FBFAPAHRSMRR76,324954a3ba732f18
174416,142906,16,12,3,12,0,86,83,76561198150673360,2,Team A,0,76561199063068840,3,Team B,0,AK-47,rifle,2,01JSKM0HBY59V1AXYFAHWZTWAY,324954a3ba732f18
175457,143809,16,22,4,99,77,100,96,76561198050250233,3,Team B,0,76561198283989223,2,Team A,0,M4A4,rifle,2,01JSKM0J44EA72YS9W44RFZGVZ,324954a3ba732f18
175462,143813,16,85,1,85,0,90,89,76561198283989223,2,Team A,0,76561198050250233,3,Team B,0,AWP,sniper,3,01JSKM0J01V0M1K3W3N354ZHJA,324954a3ba732f18
176587,144801,16,11,2,77,66,96,94,76561198013243326,3,Team B,0,76561198283989223,2,Team A,0,M4A1,rifle,3,01JSKM0J4CQAXNNCRDMSCKE335,324954a3ba732f18
177406,145515,16,33,4,99,66,100,96,76561198150673360,2,Team A,0,76561198013243326,3,Team B,0,AK-47,rifle,3,01JSKM0HBY59V1AXYFAHWZTWAY,324954a3ba732f18
177413,145521,16,27,3,66,39,96,93,76561198150673360,2,Team A,0,76561198013243326,3,Team B,0,AK-47,rifle,2,01JSKM0HBY59V1AXYFAHWZTWAY,324954a3ba732f18
177420,145528,16,33,4,39,6,93,89,76561198150673360,2,Team A,0,76561198013243326,3,Team B,0,AK-47,rifle,3,01JSKM0HBY59V1AXYFAHWZTWAY,324954a3ba732f18
177424,145532,16,37,7,88,51,97,90,76561198013243326,3,Team B,0,76561198150673360,2,Team A,0,M4A1,rifle,1,01JSKM0J4CQAXNNCRDMSCKE335,324954a3ba732f18
177426,145534,16,6,4,6,0,89,85,76561198150673360,2,Team A,0,76561198013243326,3,Team B,0,AK-47,rifle,3,01JSKM0HBY59V1AXYFAHWZTWAY,324954a3ba732f18
188071,153834,17,100,0,100,0,0,0,76561198283989223,2,Team A,0,76561198050250233,3,Team B,0,AWP,sniper,5,01JSKM0J01V0M1K3W3N354ZHJA,324954a3ba732f18
188073,153836,17,85,0,100,15,0,0,76561198001151695,2,Team A,0,76561198246607476,3,Team B,0,MAC-10,smg,1,01JSKM0H90F5KVRVZY2X48VKNV,324954a3ba732f18
188074,153837,17,15,0,15,0,0,0,76561198016255205,2,Team A,0,76561198246607476,3,Team B,0,AK-47,rifle,2,01JSKM0JXWDXN7YV7RANG2DKJN,324954a3ba732f18
188120,153876,17,44,0,100,56,0,0,76561198016255205,2,Team A,0,76561198176878303,3,Team B,0,AK-47,rifle,3,01JSKM0JXWDXN7YV7RANG2DKJN,324954a3ba732f18
188126,153882,17,44,0,56,12,0,0,76561198016255205,2,Team A,0,76561198176878303,3,Team B,0,AK-47,rifle,3,01JSKM0JXWDXN7YV7RANG2DKJN,324954a3ba732f18
188140,153895,17,63,31,100,37,94,63,76561198176878303,3,Team B,0,76561198283989223,2,Team A,0,USP-S,pistol,1,01JSKM0JXBNKZETBYV2BZBJ1M9,324954a3ba732f18
188140,153895,17,16,6,100,21,94,57,76561198013243326,3,Team B,0,76561198283989223,2,Team A,0,Dual Berettas,pistol,2,01JSKM0G7VSY533PSH73MZK6K4,324954a3ba732f18
188150,153904,17,20,7,21,1,57,50,76561198013243326,3,Team B,0,76561198283989223,2,Team A,0,Dual Berettas,pistol,3,01JSKM0G7VSY533PSH73MZK6K4,324954a3ba732f18
188158,153912,17,1,0,1,0,50,50,76561198013243326,3,Team B,0,76561198283989223,2,Team A,0,Dual Berettas,pistol,7,01JSKM0G7VSY533PSH73MZK6K4,324954a3ba732f18
188160,153914,17,43,0,100,57,0,0,76561198016255205,2,Team A,0,76561198013243326,3,Team B,0,AK-47,rifle,3,01JSKM0JXWDXN7YV7RANG2DKJN,324954a3ba732f18
188174,153927,17,15,5,100,85,100,95,76561198013243326,3,Team B,0,76561198001151695,2,Team A,0,Dual Berettas,pistol,5,01JSKM0G7VSY533PSH73MZK6K4,324954a3ba732f18
188175,153928,17,57,0,57,0,0,0,76561198001151695,2,Team A,0,76561198013243326,3,Team B,0,MAC-10,smg,1,01JSKM0H90F5KVRVZY2X48VKNV,324954a3ba732f18
188272,154015,17,63,30,85,22,95,65,76561198176878303,3,Team B,0,76561198001151695,2,Team A,0,USP-S,pistol,1,01JSKM0JXBNKZETBYV2BZBJ1M9,324954a3ba732f18
188584,154283,17,44,1,100,56,100,99,76561199063068840,3,Team B,0,76561198053126645,2,Team A,0,Desert Eagle,pistol,3,01JSKM0J6EK1NRBC6A4648APPZ,324954a3ba732f18
188742,154413,17,12,0,12,0,0,0,76561198016255205,2,Team A,0,76561198176878303,3,Team B,0,HE Grenade,grenade,0,01JSKM0JXHTPEA42X5N98RZ3SB,324954a3ba732f18
189331,154915,17,34,0,100,66,0,0,76561198053126645,2,Team A,0,76561199063068840,3,Team B,0,AK-47,rifle,2,01JSKM0JEW23FBFAPAHQ92YQGJ,324954a3ba732f18
189342,154921,17,43,0,66,23,0,0,76561198053126645,2,Team A,0,76561199063068840,3,Team B,0,AK-47,rifle,3,01JSKM0JEW23FBFAPAHQ92YQGJ,324954a3ba732f18
189351,154928,17,23,0,23,0,0,0,76561198053126645,2,Team A,0,76561199063068840,3,Team B,0,AK-47,rifle,3,01JSKM0JEW23FBFAPAHQ92YQGJ,324954a3ba732f18
192663,157420,18,100,1,100,0,65,64,76561199063068840,3,Team B,0,76561198001151695,2,Team A,0,AWP,sniper,2,01JSKM0K98WEJZFSB54AYP3Q80,324954a3ba732f18
194296,158772,18,89,19,100,11,90,71,76561198050250233,3,Team B,0,76561198150673360,2,Team A,0,M4A1,rifle,1,01JSKM0K97XC37XX0J6MHSEV19,324954a3ba732f18
194311,158785,18,11,5,11,0,71,66,76561198050250233,3,Team B,0,76561198150673360,2,Team A,0,M4A1,rifle,2,01JSKM0K97XC37XX0J6MHSEV19,324954a3ba732f18
195581,159877,18,24,16,100,76,99,83,76561198050250233,3,Team B,0,76561198053126645,2,Team A,0,HE Grenade,grenade,0,01JSKM0GN8E98JCJHR2EQV2YVD,324954a3ba732f18
195731,160001,18,27,3,100,73,100,97,76561198283989223,2,Team A,0,76561199063068840,3,Team B,0,AK-47,rifle,5,01JSKM0FBG66VMRRRWYZ4FHEQ8,324954a3ba732f18
195738,160006,18,100,1,100,0,100,99,76561199063068840,3,Team B,0,76561198283989223,2,Team A,0,AWP,sniper,2,01JSKM0K98WEJZFSB54AYP3Q80,324954a3ba732f18
195864,160111,18,2,0,100,98,100,100,76561198053126645,2,Team A,0,76561198176878303,3,Team B,0,Molotov,grenade,0,01JSKM0GP35YCKAXWVNDFRCAP5,324954a3ba732f18
195877,160121,18,27,3,76,49,83,80,76561198050250233,3,Team B,0,76561198053126645,2,Team A,0,AK-47,rifle,5,01JSKM0HBY59V1AXYFAHWZTWAY,324954a3ba732f18
195880,160124,18,3,0,98,95,100,100,76561198053126645,2,Team A,0,76561198176878303,3,Team B,0,Molotov,grenade,0,01JSKM0GP35YCKAXWVNDFRCAP5,324954a3ba732f18
195885,160128,18,27,3,49,22,80,77,76561198050250233,3,Team B,0,76561198053126645,2,Team A,0,AK-47,rifle,2,01JSKM0HBY59V1AXYFAHWZTWAY,324954a3ba732f18
195892,160134,18,100,0,100,0,100,100,76561198053126645,2,Team A,0,76561198050250233,3,Team B,0,AK-47,rifle,1,01JSKM0JEW23FBFAPAHQ92YQGJ,324954a3ba732f18
195894,160136,18,4,0,95,91,100,100,76561198053126645,2,Team A,0,76561198176878303,3,Team B,0,Molotov,grenade,0,01JSKM0GP35YCKAXWVNDFRCAP5,324954a3ba732f18
195907,160149,18,4,0,91,87,100,100,76561198053126645,2,Team A,0,76561198176878303,3,Team B,0,Molotov,grenade,0,01JSKM0GP35YCKAXWVNDFRCAP5,324954a3ba732f18
195922,160162,18,5,0,87,82,100,100,76561198053126645,2,Team A,0,76561198176878303,3,Team B,0,Molotov,grenade,0,01JSKM0GP35YCKAXWVNDFRCAP5,324954a3ba732f18
195936,160175,18,6,0,82,76,100,100,76561198053126645,2,Team A,0,76561198176878303,3,Team B,0,Molotov,grenade,0,01JSKM0GP35YCKAXWVNDFRCAP5,324954a3ba732f18
195950,160188,18,7,0,76,69,100,100,76561198053126645,2,Team A,0,76561198176878303,3,Team B,0,Molotov,grenade,0,01JSKM0GP35YCKAXWVNDFRCAP5,324954a3ba732f18
195963,160200,18,8,0,69,61,100,100,76561198053126645,2,Team A,0,76561198176878303,3,Team B,0,Molotov,grenade,0,01JSKM0GP35YCKAXWVNDFRCAP5,324954a3ba732f18
195979,160213,18,8,0,61,53,100,100,76561198053126645,2,Team A,0,76561198176878303,3,Team B,0,Molotov,grenade,0,01JSKM0GP35YCKAXWVNDFRCAP5,324954a3ba732f18
196002,160233,18,34,4,53,19,100,96,76561198053126645,2,Team A,0,76561198176878303,3,Team B,0,AK-47,rifle,3,01JSKM0JEW23FBFAPAHQ92YQGJ,324954a3ba732f18
196007,160237,18,22,19,22,0,77,58,76561198176878303,3,Team B,0,76561198053126645,2,Team A,0,M4A4,rifle,1,01JSKM0GY3VM8K8G025JK9NDCD,324954a3ba732f18
210166,171950,19,1,0,100,99,100,100,76561198001151695,2,Team A,0,76561198050250233,3,Team B,0,Molotov,grenade,0,01JSKM0H9M8VGG77J27BTQJ4W4,324954a3ba732f18
210180,171963,19,2,0,99,97,100,100,76561198001151695,2,Team A,0,76561198050250233,3,Team B,0,Molotov,grenade,0,01JSKM0H9M8VGG77J27BTQJ4W4,324954a3ba732f18
210294,172064,19,26,0,97,71,100,100,76561198150673360,2,Team A,0,76561198050250233,3,Team B,0,AK-47,rifle,6,01JSKM0JXWDXN7YV7RANG2DKJN,324954a3ba732f18
210301,172070,19,27,4,71,44,100,96,76561198150673360,2,Team A,0,76561198050250233,3,Team B,0,AK-47,rifle,2,01JSKM0JXWDXN7YV7RANG2DKJN,324954a3ba732f18
210308,172076,19,27,4,44,17,96,92,76561198150673360,2,Team A,0,76561198050250233,3,Team B,0,AK-47,rifle,2,01JSKM0JXWDXN7YV7RANG2DKJN,324954a3ba732f18
210317,172083,19,17,4,17,0,92,88,76561198150673360,2,Team A,0,76561198050250233,3,Team B,0,AK-47,rifle,2,01JSKM0JXWDXN7YV7RANG2DKJN,324954a3ba732f18
210324,172090,19,27,3,100,73,100,97,76561198176878303,3,Team B,0,76561198150673360,2,Team A,0,AK-47,rifle,2,01JSKM0HBY59V1AXYFAHWZTWAY,324954a3ba732f18
210331,172097,19,27,3,73,46,97,94,76561198176878303,3,Team B,0,76561198150673360,2,Team A,0,AK-47,rifle,2,01JSKM0HBY59V1AXYFAHWZTWAY,324954a3ba732f18
210338,172103,19,46,15,46,0,94,79,76561198176878303,3,Team B,0,76561198150673360,2,Team A,0,AK-47,rifle,1,01JSKM0HBY59V1AXYFAHWZTWAY,324954a3ba732f18
210353,172116,19,16,2,100,84,100,98,76561198001151695,2,Team A,0,76561198013243326,3,Team B,0,AK-47,rifle,3,01JSKM0KP65D5DEWR39EYKNHZA,324954a3ba732f18
212990,174388,19,43,29,100,57,96,67,76561198053126645,2,Team A,0,76561198176878303,3,Team B,0,HE Grenade,grenade,0,01JSKM0KP65D5DEWR39C70RYX2,324954a3ba732f18
213013,174409,19,3,0,57,54,67,67,76561198001151695,2,Team A,0,76561198176878303,3,Team B,0,AK-47,rifle,5,01JSKM0KP65D5DEWR39EYKNHZA,324954a3ba732f18
213026,174420,19,31,6,100,69,100,94,76561198013243326,3,Team B,0,76561198053126645,2,Team A,0,M4A1,rifle,3,01JSKM0K99H96MNXSP975MQ8VS,324954a3ba732f18
213032,174426,19,25,5,69,44,94,89,76561198013243326,3,Team B,0,76561198053126645,2,Team A,0,M4A1,rifle,2,01JSKM0K99H96MNXSP975MQ8VS,324954a3ba732f18
213036,174429,19,84,15,84,0,98,83,76561198053126645,2,Team A,0,76561198013243326,3,Team B,0,AK-47,rifle,1,01JSKM0J3Z3XS3E6CET52BY3MX,324954a3ba732f18
213147,174527,19,54,1,54,0,67,66,76561198283989223,2,Team A,0,76561198176878303,3,Team B,0,AWP,sniper,3,01JSKM0K9AAXB41RM4Z45MFDQV,324954a3ba732f18
213616,174929,19,100,0,100,0,97,97,76561198016255205,2,Team A,0,76561199063068840,3,Team B,0,AK-47,rifle,1,01JSKM0JEFB0A9SSB2HSGD46ZE,324954a3ba732f18
214776,175950,19,27,3,100,73,100,97,76561198053126645,2,Team A,0,76561198246607476,3,Team B,0,AK-47,rifle,2,01JSKM0J3Z3XS3E6CET52BY3MX,324954a3ba732f18
214782,175956,19,27,3,73,46,97,94,76561198053126645,2,Team A,0,76561198246607476,3,Team B,0,AK-47,rifle,2,01JSKM0J3Z3XS3E6CET52BY3MX,324954a3ba732f18
214790,175963,19,46,15,46,0,94,79,76561198053126645,2,Team A,0,76561198246607476,3,Team B,0,AK-47,rifle,1,01JSKM0J3Z3XS3E6CET52BY3MX,324954a3ba732f18
