frame,tick,round,killer name,killer steamid,killer side,killer team name,victim name,victim steamid,victim side,victim team name,assister name,assister steamid,assister side,assister team name,weapon name,weapon_type,headshot,penetrated objects,is flash assist,killer controlling bot,victim controlling bot,assister controlling bot,killer x,killer y,killer z,is killer airborne,is killer blinded,victim x,victim y,victim z,is victim airborne,is victim blinded,is victim inspecting weapon,assister x,assister y,assister z,is trade kill,is trade death,is through smoke,is no scope,distance,match checksum
105578,86661,10,iM,76561198050250233,2,Team B,ultimate,76561198283989223,3,Team A,,0,0,,AK-47,rifle,0,0,0,0,0,0,-1815.248657,-60.576904,32.031250,0,0,-1319.246094,661.192688,0.031250,0,0,0,0.000000,0.000000,0.000000,0,1,1,0,22.272755,324954a3ba732f18
105634,86714,10,NAF,76561198001151695,3,Team A,iM,76561198050250233,2,Team B,,0,0,,M4A4,rifle,0,0,0,0,0,0,-1116.543579,928.835144,0.031250,0,0,-1830.676636,-51.046143,32.031250,0,0,0,0.000000,0.000000,0.000000,1,0,1,0,30.841742,324954a3ba732f18
107856,88657,10,Aleksib,76561198013243326,2,Team B,Twistzz,76561198016255205,3,Team A,,0,0,,AK-47,rifle,1,0,0,0,0,0,852.949524,1427.350220,-87.968750,0,0,716.302185,1969.905151,-38.428589,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,14.317006,324954a3ba732f18
107982,88766,10,Aleksib,76561198013243326,2,Team B,NertZ,76561198053126645,3,Team A,,0,0,,AK-47,rifle,0,0,0,0,0,0,1010.989014,1469.890015,-87.964722,0,0,1008.636841,2330.627686,-39.968750,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,21.935688,324954a3ba732f18
117415,96349,11,Twistzz,76561198016255205,3,Team A,jL,76561198176878303,2,Team B,siuhy,76561198150673360,3,Team A,Five-SeveN,pistol,1,0,0,0,0,0,-817.914001,346.915100,-55.968750,0,1,-681.691833,52.032696,-87.968750,0,1,0,-712.237854,363.959656,-45.859375,0,0,0,0,8.284674,324954a3ba732f18
118033,96884,11,ultimate,76561198283989223,3,Team A,Aleksib,76561198013243326,2,Team B,,0,0,,AWP,sniper,0,0,0,0,0,0,1282.085327,1583.141846,-151.968750,0,0,368.763123,1236.820679,-23.576416,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,25.025362,324954a3ba732f18
118173,96994,11,iM,76561198050250233,2,Team B,NertZ,76561198053126645,3,Team A,,0,0,,AK-47,rifle,1,0,0,0,0,0,355.682953,1110.610840,-15.968750,0,0,439.323608,1326.170532,-30.632874,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,5.934076,324954a3ba732f18
118769,97480,11,Twistzz,76561198016255205,3,Team A,w0nderful,76561199063068840,2,Team B,,0,0,,Five-SeveN,pistol,0,0,0,0,0,0,295.669373,1618.723022,-30.512329,0,0,185.071472,1134.598145,-28.968750,0,0,0,0.000000,0.000000,0.000000,0,1,0,0,12.602805,324954a3ba732f18
118892,97585,11,iM,76561198050250233,2,Team B,Twistzz,76561198016255205,3,Team A,,0,0,,AK-47,rifle,1,0,0,0,0,0,399.228851,1263.361572,-30.122375,0,0,232.924072,1453.805054,-29.175171,0,0,0,0.000000,0.000000,0.000000,1,1,0,0,6.429898,324954a3ba732f18
118951,97634,11,NAF,76561198001151695,3,Team A,iM,76561198050250233,2,Team B,,0,0,,Desert Eagle,pistol,1,0,0,0,0,0,248.290329,1635.240112,-23.968750,0,0,393.503967,1261.166138,-31.267334,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,10.195080,324954a3ba732f18
120128,98649,11,b1t,76561198246607476,2,Team B,ultimate,76561198283989223,3,Team A,,0,0,,AK-47,rifle,1,0,0,0,0,0,1296.421021,1886.314697,-191.968750,0,0,1215.069214,2016.573975,-191.968750,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,3.844510,324954a3ba732f18
121547,99904,11,NAF,76561198001151695,3,Team A,b1t,76561198246607476,2,Team B,,0,0,,AK-47,rifle,0,0,0,0,0,0,1206.893066,1456.483521,-148.523560,0,0,429.620636,1284.800781,-29.968750,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,20.559641,324954a3ba732f18
125663,102991,12,w0nderful,76561199063068840,2,Team B,siuhy,76561198150673360,3,Team A,,0,0,,AWP,sniper,0,0,0,0,0,0,-1866.051880,201.848846,58.031250,0,0,-668.500244,699.987732,38.031246,0,0,0,0.000000,0.000000,0.000000,0,1,0,0,32.950527,324954a3ba732f18
125752,103066,12,Twistzz,76561198016255205,3,Team A,w0nderful,76561199063068840,2,Team B,,0,0,,AK-47,rifle,0,0,0,0,0,0,-783.557129,1138.409180,36.031246,0,0,-1844.720825,100.260323,77.859375,1,0,0,0.000000,0.000000,0.000000,1,0,0,0,37.662235,324954a3ba732f18
125813,103115,12,b1t,76561198246607476,2,Team B,NAF,76561198001151695,3,Team A,iM,76561198050250233,2,Team B,AK-47,rifle,1,0,0,0,0,0,-1523.241333,435.958618,0.031248,0,0,-1561.487061,651.385254,38.031250,0,0,0,-1421.594482,418.045654,0.031250,0,1,0,0,5.620864,324954a3ba732f18
125845,103142,12,Twistzz,76561198016255205,3,Team A,b1t,76561198246607476,2,Team B,,0,0,,AK-47,rifle,1,0,0,0,0,0,-810.908386,1143.233398,36.031246,0,0,-1513.929077,439.687500,0.031250,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,25.277012,324954a3ba732f18
126049,103315,12,Aleksib,76561198013243326,2,Team B,ultimate,76561198283989223,3,Team A,,0,0,,AK-47,rifle,0,0,0,0,0,0,-316.523254,-406.504883,0.266545,0,0,-55.805298,352.044159,0.266541,0,0,0,0.000000,0.000000,0.000000,0,0,1,0,20.400253,324954a3ba732f18
127789,104786,12,Twistzz,76561198016255205,3,Team A,jL,76561198176878303,2,Team B,,0,0,,AK-47,rifle,0,1,0,0,0,0,-1298.783325,1383.927002,1.031250,0,1,-833.661377,586.845825,40.031250,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,23.458797,324954a3ba732f18
128039,105002,12,NertZ,76561198053126645,3,Team A,iM,76561198050250233,2,Team B,NAF,76561198001151695,3,Team A,M4A1,rifle,0,0,0,0,0,0,-767.043152,-609.077576,77.724342,0,0,-1872.302490,352.206177,69.769691,0,0,0,-1560.079346,651.859741,38.031250,0,0,0,0,37.191868,324954a3ba732f18
129075,105895,12,Aleksib,76561198013243326,2,Team B,NertZ,76561198053126645,3,Team A,,0,0,,AK-47,rifle,1,0,0,0,0,0,-1536.319702,118.478455,1.374685,0,0,-1208.033447,-421.550415,113.531250,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,16.323496,324954a3ba732f18
129734,106481,12,Twistzz,76561198016255205,3,Team A,Aleksib,76561198013243326,2,Team B,,0,0,,AK-47,rifle,1,0,0,0,0,0,-1759.874390,130.893524,3.044930,0,0,-1138.098267,30.290043,7.179955,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,16.004313,324954a3ba732f18
130453,107109,12,World,0,0,,Twistzz,76561198016255205,3,Team A,,0,0,,C4,equipment,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,-1096.681396,574.410278,-3.968750,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0.000000,324954a3ba732f18
149681,123155,13,w0nderful,76561199063068840,3,Team B,siuhy,76561198150673360,2,Team A,,0,0,,USP-S,pistol,1,0,0,0,0,0,-606.338135,587.734192,38.031250,0,1,-1045.383545,585.060059,-3.968750,0,1,0,0.000000,0.000000,0.000000,0,1,0,0,11.182607,324954a3ba732f18
149760,123227,13,iM,76561198050250233,3,Team B,Twistzz,76561198016255205,2,Team A,,0,0,,Dual Berettas,pistol,1,0,0,0,0,0,-1205.860352,378.782745,-6.968750,0,0,-1523.682129,482.761414,0.031249,0,0,0,0.000000,0.000000,0.000000,0,1,0,0,8.530352,324954a3ba732f18
149768,123233,13,NertZ,76561198053126645,2,Team A,iM,76561198050250233,3,Team B,,0,0,,Glock-18,pistol,1,0,0,0,0,0,-1214.841553,273.145599,-6.968750,0,0,-1205.718384,379.179321,-6.968750,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,2.654386,324954a3ba732f18
149833,123289,13,NAF,76561198001151695,2,Team A,w0nderful,76561199063068840,3,Team B,siuhy,76561198150673360,2,Team A,Glock-18,pistol,1,0,0,0,0,0,-1705.446045,341.516388,0.031250,0,0,-613.650269,581.666504,38.031250,0,0,0,-1045.636230,586.507812,-3.968750,1,0,0,0,28.413710,324954a3ba732f18
150367,123746,13,NertZ,76561198053126645,2,Team A,b1t,76561198246607476,3,Team B,jL,76561198176878303,3,Team B,Glock-18,pistol,1,0,0,0,0,0,-891.138123,605.434753,-1.534119,0,0,-922.574646,299.500916,-41.817017,0,0,0,-782.483948,299.785004,-55.968750,0,0,0,0,7.915475,324954a3ba732f18
150372,123751,13,jL,76561198176878303,3,Team B,ultimate,76561198283989223,2,Team A,,0,0,,USP-S,pistol,1,0,0,0,0,0,-786.111389,304.141235,-55.968750,0,0,-988.235596,531.393127,0.031249,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,7.882137,324954a3ba732f18
150573,123924,13,jL,76561198176878303,3,Team B,NAF,76561198001151695,2,Team A,,0,0,,USP-S,pistol,1,0,0,0,0,0,-718.038025,224.253387,-71.793518,0,0,-1134.453247,555.288513,-2.154785,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,13.666786,324954a3ba732f18
151000,124300,13,NertZ,76561198053126645,2,Team A,Aleksib,76561198013243326,3,Team B,,0,0,,Glock-18,pistol,1,0,0,0,0,0,-987.055542,798.228882,-3.968750,0,0,-1279.392700,909.059875,0.031248,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,7.981007,324954a3ba732f18
151169,124449,13,NertZ,76561198053126645,2,Team A,jL,76561198176878303,3,Team B,,0,0,,Glock-18,pistol,1,0,0,0,0,0,-911.227295,721.437744,-3.968750,0,0,-1127.417603,926.400269,0.031250,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,7.605528,324954a3ba732f18
155062,127339,14,NAF,76561198001151695,2,Team A,Aleksib,76561198013243326,3,Team B,,0,0,,MAC-10,smg,1,0,0,0,0,0,-1036.694214,-630.495544,65.920563,0,0,-1132.129517,31.235641,7.652757,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,17.056152,324954a3ba732f18
155170,127437,14,NAF,76561198001151695,2,Team A,b1t,76561198246607476,3,Team B,,0,0,,MAC-10,smg,0,0,0,0,0,0,-1013.016602,-625.398499,70.031250,0,0,-1218.785522,2.936494,1.045646,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,16.881634,324954a3ba732f18
155285,127534,14,Twistzz,76561198016255205,2,Team A,iM,76561198050250233,3,Team B,NAF,76561198001151695,2,Team A,MP7,smg,1,0,0,0,0,0,-910.175781,-911.280823,64.590790,0,0,-1163.524902,12.084864,0.031250,0,0,0,-1071.581543,-589.630798,67.201439,0,1,0,0,24.448118,324954a3ba732f18
155295,127543,14,jL,76561198176878303,3,Team B,Twistzz,76561198016255205,2,Team A,,0,0,,Desert Eagle,pistol,1,0,0,0,0,0,-1792.815308,356.709778,71.808800,0,0,-917.645264,-914.830139,64.031250,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,39.228867,324954a3ba732f18
155653,127863,14,ultimate,76561198283989223,2,Team A,jL,76561198176878303,3,Team B,NAF,76561198001151695,2,Team A,MAC-10,smg,0,0,0,0,0,0,-1500.726562,370.727997,0.031250,0,0,-1849.452393,279.919952,58.031254,0,0,0,-1057.824829,-575.871948,70.031250,0,0,0,0,9.259212,324954a3ba732f18
155727,127925,14,NAF,76561198001151695,2,Team A,w0nderful,76561199063068840,3,Team B,siuhy,76561198150673360,2,Team A,Glock-18,pistol,1,0,0,0,0,0,-1151.489868,-611.663513,64.951447,0,0,-1842.647339,340.574188,72.022591,0,0,0,-912.788574,462.216370,1.031248,0,0,0,0,29.808292,324954a3ba732f18
162979,133626,15,ultimate,76561198283989223,2,Team A,Aleksib,76561198013243326,3,Team B,NertZ,76561198053126645,2,Team A,MAC-10,smg,1,0,0,0,0,0,-1461.726074,389.820129,0.031248,0,0,-1205.210693,368.871307,-6.968750,0,0,0,-1865.188965,224.973602,58.031250,0,1,0,0,6.534314,324954a3ba732f18
163071,133699,15,iM,76561198050250233,3,Team B,Twistzz,76561198016255205,2,Team A,,0,0,,M4A1,rifle,1,1,0,0,0,0,-931.464050,922.009827,35.031246,0,0,-1605.473389,395.281921,0.031250,0,0,0,0.000000,0.000000,0.000000,0,1,0,0,21.755581,324954a3ba732f18
163202,133806,15,iM,76561198050250233,3,Team B,ultimate,76561198283989223,2,Team A,Aleksib,76561198013243326,3,Team B,M4A1,rifle,1,0,0,0,0,0,-863.923889,861.174316,35.031246,0,0,-1073.461060,254.385925,-22.968750,0,0,0,-1205.210693,368.871307,-6.968750,1,1,0,0,16.368221,324954a3ba732f18
163333,133913,15,NAF,76561198001151695,2,Team A,iM,76561198050250233,3,Team B,NertZ,76561198053126645,2,Team A,MP7,smg,0,0,0,0,0,0,-1022.723755,418.357544,-10.793213,0,0,-812.804504,833.247437,35.031246,0,0,0,-1669.643677,316.701538,0.031248,1,0,0,0,11.882045,324954a3ba732f18
163439,133997,15,w0nderful,76561199063068840,3,Team B,NertZ,76561198053126645,2,Team A,,0,0,,M4A4,rifle,0,0,0,0,0,0,-751.755676,1180.393799,38.755058,0,0,-1516.810791,490.248474,0.031248,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,26.176029,324954a3ba732f18
164829,135182,15,b1t,76561198246607476,3,Team B,NAF,76561198001151695,2,Team A,w0nderful,76561199063068840,3,Team B,M4A1,rifle,0,0,0,0,0,0,-954.415771,306.319153,-22.968750,0,0,-861.032410,794.726685,35.031250,0,0,0,-741.636475,1172.468628,32.414917,0,0,0,0,12.725232,324954a3ba732f18
165222,135530,15,w0nderful,76561199063068840,3,Team B,siuhy,76561198150673360,2,Team A,jL,76561198176878303,3,Team B,M4A4,rifle,0,0,0,0,0,0,-570.225952,1070.690674,50.007576,0,0,-976.106079,1177.941040,35.031254,0,0,0,-905.044373,251.117920,-53.869080,0,0,0,0,10.672630,324954a3ba732f18
174107,142640,16,Twistzz,76561198016255205,2,Team A,jL,76561198176878303,3,Team B,NertZ,76561198053126645,2,Team A,AK-47,rifle,0,0,0,0,0,0,1775.013306,1612.358398,-151.968750,0,0,743.472656,1665.203369,-54.493530,0,0,0,1724.236816,1714.575317,-120.912231,0,0,0,0,26.367355,324954a3ba732f18
174265,142780,16,NertZ,76561198053126645,2,Team A,b1t,76561198246607476,3,Team B,,0,0,,AK-47,rifle,1,0,0,0,0,0,1758.737793,1859.990356,-83.968750,0,0,762.141174,1629.786621,-78.104675,0,0,0,0.000000,0.000000,0.000000,0,1,0,0,25.972609,324954a3ba732f18
174357,142852,16,w0nderful,76561199063068840,3,Team B,NertZ,76561198053126645,2,Team A,,0,0,,M4A4,rifle,0,0,0,0,0,0,1112.840210,1510.540771,-149.578369,0,0,1684.303101,1897.728516,-83.968750,0,0,0,0.000000,0.000000,0.000000,1,1,0,0,17.619432,324954a3ba732f18
174401,142893,16,w0nderful,76561199063068840,3,Team B,NAF,76561198001151695,2,Team A,,0,0,,M4A4,rifle,1,0,0,0,0,0,1112.183594,1511.309082,-149.631042,0,0,1404.143799,1685.640747,-151.968750,0,0,0,0.000000,0.000000,0.000000,0,1,0,0,8.649239,324954a3ba732f18
174416,142906,16,siuhy,76561198150673360,2,Team A,w0nderful,76561199063068840,3,Team B,NAF,76561198001151695,2,Team A,AK-47,rifle,0,0,0,0,0,0,1401.080933,1671.186157,-151.968750,0,0,1112.500122,1510.752930,-149.518066,0,0,0,1404.373779,1685.258179,-151.968750,1,0,0,0,8.387020,324954a3ba732f18
175462,143813,16,ultimate,76561198283989223,2,Team A,iM,76561198050250233,3,Team B,,0,0,,AWP,sniper,0,0,0,0,0,0,-305.910645,1190.601807,60.031250,0,0,-167.676147,1493.885132,27.031254,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,8.533376,324954a3ba732f18
177426,145534,16,siuhy,76561198150673360,2,Team A,Aleksib,76561198013243326,3,Team B,,0,0,,AK-47,rifle,0,0,0,0,0,0,92.558685,2651.885010,-132.302856,0,0,-556.123962,2328.223633,-35.782410,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,18.555330,324954a3ba732f18
188071,153834,17,ultimate,76561198283989223,2,Team A,iM,76561198050250233,3,Team B,,0,0,,AWP,sniper,0,0,0,0,0,0,-171.853882,284.491089,0.268416,0,0,13.684844,900.353882,5.462848,0,0,0,0.000000,0.000000,0.000000,0,1,0,0,16.350443,324954a3ba732f18
188074,153837,17,Twistzz,76561198016255205,2,Team A,b1t,76561198246607476,3,Team B,NAF,76561198001151695,2,Team A,AK-47,rifle,0,0,0,0,0,0,-57.374756,340.026703,0.266607,0,0,-65.757202,780.231445,0.266543,0,0,0,-122.410645,85.235100,0.181262,0,0,0,0,11.169185,324954a3ba732f18
188158,153912,17,Aleksib,76561198013243326,3,Team B,ultimate,76561198283989223,2,Team A,jL,76561198176878303,3,Team B,Dual Berettas,pistol,0,0,0,0,0,0,-42.227234,894.189514,0.266543,0,0,-127.405945,302.133118,0.268418,0,0,0,38.266731,804.720642,1.886921,1,1,0,0,15.203909,324954a3ba732f18
188175,153928,17,NAF,76561198001151695,2,Team A,Aleksib,76561198013243326,3,Team B,Twistzz,76561198016255205,2,Team A,MAC-10,smg,1,0,0,0,0,0,-199.028442,188.594208,0.217810,0,0,-20.075928,890.924255,0.266543,0,0,0,-40.515686,332.029419,0.266609,1,0,0,0,18.402203,324954a3ba732f18
188742,154413,17,Twistzz,76561198016255205,2,Team A,jL,76561198176878303,3,Team B,,0,0,,HE Grenade,grenade,0,0,0,0,0,0,174.909790,88.105644,-151.968750,0,0,-135.981445,769.330200,0.266544,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,19.459709,324954a3ba732f18
189351,154928,17,NertZ,76561198053126645,2,Team A,w0nderful,76561199063068840,3,Team B,,0,0,,AK-47,rifle,0,0,0,0,0,0,1755.243530,1756.967407,-92.650818,0,0,929.128784,2171.328613,-39.968750,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,23.544325,324954a3ba732f18
192663,157420,18,w0nderful,76561199063068840,3,Team B,NAF,76561198001151695,2,Team A,,0,0,,AWP,sniper,0,0,0,0,0,0,1624.968384,1559.212280,-151.968750,0,0,1570.668823,957.288757,-145.968750,0,1,0,0.000000,0.000000,0.000000,0,0,0,0,15.494108,324954a3ba732f18
194311,158785,18,iM,76561198050250233,3,Team B,siuhy,76561198150673360,2,Team A,,0,0,,M4A1,rifle,0,0,0,0,0,0,-749.420959,365.063995,-55.968750,0,0,-743.043213,54.299923,-87.968750,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,7.946815,324954a3ba732f18
195738,160006,18,w0nderful,76561199063068840,3,Team B,ultimate,76561198283989223,2,Team A,,0,0,,AWP,sniper,0,0,0,0,0,0,1094.190918,1493.213257,-132.619812,0,0,355.633270,1239.501831,-25.587280,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,19.980473,324954a3ba732f18
195892,160134,18,NertZ,76561198053126645,2,Team A,iM,76561198050250233,3,Team B,,0,0,,AK-47,rifle,1,0,0,0,0,0,-80.186646,259.873657,-188.833618,0,0,-783.216614,76.430580,-88.739197,0,0,0,0.000000,0.000000,0.000000,0,1,0,0,18.592010,324954a3ba732f18
196007,160237,18,jL,76561198176878303,3,Team B,NertZ,76561198053126645,2,Team A,iM,76561198050250233,3,Team B,M4A4,rifle,1,0,0,0,0,0,-608.035095,126.429482,-95.968750,0,0,-66.670837,175.825211,-188.833618,0,0,0,-783.216614,76.430580,-88.739197,1,0,0,0,14.114624,324954a3ba732f18
210317,172083,19,siuhy,76561198150673360,2,Team A,iM,76561198050250233,3,Team B,,0,0,,AK-47,rifle,0,0,0,0,0,0,-857.935120,313.694305,-55.968750,0,0,-876.027771,448.656799,1.031248,0,0,0,0.000000,0.000000,0.000000,0,1,1,0,3.944280,324954a3ba732f18
210338,172103,19,jL,76561198176878303,3,Team B,siuhy,76561198150673360,2,Team A,,0,0,,AK-47,rifle,1,0,0,0,0,0,-1591.633789,555.677124,38.031250,0,0,-854.043274,314.306580,-55.968750,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,19.905794,324954a3ba732f18
213036,174429,19,NertZ,76561198053126645,2,Team A,Aleksib,76561198013243326,3,Team B,,0,0,,AK-47,rifle,1,0,0,0,0,0,-972.134888,471.228485,1.031250,0,0,-769.997314,857.671082,35.031250,0,0,0,0.000000,0.000000,0.000000,0,0,1,0,11.111379,324954a3ba732f18
213147,174527,19,ultimate,76561198283989223,2,Team A,jL,76561198176878303,3,Team B,NertZ,76561198053126645,2,Team A,AWP,sniper,0,1,0,0,0,0,-910.159546,271.987701,-50.352417,0,0,-1205.033813,354.600830,-6.968750,0,0,0,-992.696594,550.351257,0.031251,0,0,0,0,7.866942,324954a3ba732f18
213616,174929,19,Twistzz,76561198016255205,2,Team A,w0nderful,76561199063068840,3,Team B,,0,0,,AK-47,rifle,1,0,0,0,0,0,-346.027954,301.656250,-119.968750,0,0,966.046936,240.162094,-188.431763,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,33.386284,324954a3ba732f18
214790,175963,19,NertZ,76561198053126645,2,Team A,b1t,76561198246607476,3,Team B,,0,0,,AK-47,rifle,1,0,0,0,0,0,-588.081543,803.981445,38.031254,0,0,-1335.757446,1058.187134,0.031250,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,20.085442,324954a3ba732f18
